global_dice,global_iou,pixel_precision,pixel_recall,mean_defective_image_dice,median_defective_image_dice,defective_images_zero_detected_pixels,mean_predicted_defect_fraction_normal_images,normal_image_false_positive_rate,normal_false_positive_images,normal_image_count,image_precision,image_recall,image_f1,threshold
0.3410538341388031,0.20558463026541568,0.20811409661939156,0.9441797900262467,0.715372909005887,0.7637816245006658,0,0.010209242947143716,0.8913738019169329,279,313,0.11708860759493671,1.0,0.2096317280453258,0.05
0.4090857338039394,0.2571387676232735,0.2630633370504286,0.9194685039370079,0.7426122648629054,0.7971924639822682,0,0.007234197638508311,0.8370607028753994,262,313,0.12374581939799331,1.0,0.22023809523809526,0.1
0.4478935119875664,0.28857138053789155,0.29801617702272465,0.9010433070866142,0.7521416421947922,0.8116275250451634,0,0.005937631641256,0.805111821086262,252,313,0.12802768166089964,1.0,0.22699386503067484,0.15
0.4744364396932373,0.3109909360956661,0.3242066814887535,0.8841141732283465,0.7547395100533226,0.811284046692607,0,0.005153329330395518,0.7603833865814696,238,313,0.13454545454545455,1.0,0.2371794871794872,0.2
0.495086022630454,0.32897961616106436,0.346092558149255,0.8693372703412073,0.7539711665722011,0.8165914221218962,0,0.004590399527909316,0.7348242811501597,230,313,0.13857677902621723,1.0,0.24342105263157893,0.25
0.5123288316767918,0.34438311542613986,0.3655511160176411,0.8560564304461942,0.751583775018742,0.8236306280470318,0,0.004146256598572843,0.7028753993610224,220,313,0.14396887159533073,1.0,0.25170068027210885,0.3
0.5268796719088326,0.3576623456086239,0.3830150972280548,0.8438320209973753,0.7491297774303365,0.8218535006070417,0,0.0037911948296742394,0.6645367412140575,208,313,0.1510204081632653,1.0,0.2624113475177305,0.35
0.5387530097310209,0.36869400814426995,0.39841021885421346,0.8317388451443569,0.7449009537886979,0.8051290169384201,0,0.0035005681490919757,0.6230031948881789,195,313,0.15948275862068967,1.0,0.275092936802974,0.4
0.549809874224487,0.37912951167728237,0.41349458648556564,0.8202034120734908,0.7402284907200261,0.8001285347043702,0,0.003238576160871846,0.597444089456869,187,313,0.16517857142857142,1.0,0.2835249042145594,0.45
0.56152481421508,0.39036114057725496,0.43001503402713104,0.8089107611548556,0.7368030023394956,0.798171129980405,1,0.0029781730572290203,0.5750798722044729,180,313,0.16666666666666666,0.972972972972973,0.2845849802371541,0.5
0.5734141722850682,0.40194859723480364,0.44755257626457284,0.797762467191601,0.733825317240257,0.7968021319120586,1,0.0027279276121570054,0.5527156549520766,173,313,0.1722488038277512,0.972972972972973,0.29268292682926833,0.55
0.5851186272521339,0.4135460671983862,0.46616541353383456,0.7855774278215223,0.7298113194114582,0.8052126200274349,1,0.002483177092373949,0.5239616613418531,164,313,0.18,0.972972972972973,0.3037974683544304,0.6
0.5982119973304303,0.4267492632203967,0.48772504768880004,0.7734186351706037,0.7266604241821419,0.8060869565217391,2,0.0022312344299073358,0.5015974440894568,157,313,0.18229166666666666,0.9459459459459459,0.3056768558951965,0.65
0.6254055834192639,0.45497462806152106,0.5312537261412311,0.7601181102362204,0.7239786003692521,0.8120697231580489,2,0.001792613876411488,0.46006389776357826,144,313,0.19553072625698323,0.9459459459459459,0.32407407407407407,0.7
0.6519177774837333,0.48358903232689643,0.5803925384906936,0.7435498687664042,0.7195412527703159,0.8180201541197392,2,0.001385074832301598,0.4217252396166134,132,313,0.20958083832335328,0.9459459459459459,0.34313725490196073,0.75
0.6700848861220493,0.503855380790525,0.6260665370958274,0.7207611548556431,0.7127289372063175,0.8108311395261376,2,0.0010716703797710584,0.3738019169329074,117,313,0.23026315789473684,0.9459459459459459,0.37037037037037035,0.8
0.6803426991930969,0.5155449818502894,0.6713060252045555,0.6896259842519685,0.70370965257212,0.776921816095722,2,0.0008116377988890511,0.3450479233226837,108,313,0.24475524475524477,0.9459459459459459,0.3888888888888889,0.85
0.6639091669586232,0.49690421529751105,0.7292926595560861,0.6092847769028872,0.6871368175539666,0.7612179487179487,2,0.000503799429759772,0.30670926517571884,96,313,0.26717557251908397,0.9459459459459459,0.41666666666666663,0.9
0.5430102930615874,0.3726932939029614,0.7789291670754439,0.4167782152230971,0.6417088567960153,0.7121177802944507,2,0.0002426991916768096,0.21405750798722045,67,313,0.3431372549019608,0.9459459459459459,0.5035971223021583,0.95
