global_dice,global_iou,pixel_precision,pixel_recall,mean_defective_image_dice,median_defective_image_dice,defective_images_zero_detected_pixels,mean_predicted_defect_fraction_normal_images,normal_image_false_positive_rate,normal_false_positive_images,normal_image_count,image_precision,image_recall,image_f1,threshold
0.4470807836517392,0.28789700001463303,0.29701093402920054,0.9036811023622047,0.3726250844781081,0.41317898486197685,4,0.0004658486361136981,0.05750798722044728,18,313,0.6470588235294118,0.8918918918918919,0.7499999999999999,0.05
0.5363171012572366,0.36641618325793684,0.3833609588886634,0.8923556430446195,0.4395251626569511,0.5011374946679937,4,0.0003085950625059458,0.051118210862619806,16,313,0.673469387755102,0.8918918918918919,0.7674418604651163,0.1
0.5910785070333602,0.41952550939426664,0.44383824149193973,0.884507874015748,0.48365969677526816,0.5509989484752892,4,0.00025008132743342264,0.04472843450479233,14,313,0.7021276595744681,0.8918918918918919,0.7857142857142857,0.15
0.6290869525369479,0.45888173119448167,0.49005056181832163,0.8782677165354331,0.5147571764944838,0.5823866492409772,4,0.00021616404207358748,0.038338658146964855,12,313,0.7333333333333333,0.8918918918918919,0.8048780487804879,0.2
0.6574260752688172,0.4896758853710424,0.5272414558366623,0.8729790026246719,0.5384224800144721,0.6225501498731842,5,0.00019285775381953416,0.03514376996805112,11,313,0.7441860465116279,0.8648648648648649,0.8,0.25
0.6794730698682675,0.5145469239317103,0.5578273414629009,0.8689698162729659,0.5572183586840065,0.6357477853048463,5,0.00017485603546850396,0.03514376996805112,11,313,0.7441860465116279,0.8648648648648649,0.8,0.3
0.6979909816457438,0.5360876705201373,0.584861815730656,0.8653805774278215,0.572701180837559,0.6489614243323442,5,0.00015908864893577026,0.03514376996805112,11,313,0.7441860465116279,0.8648648648648649,0.8,0.35
0.7142686268539863,0.5555348821474785,0.6097486261696123,0.8620341207349081,0.5869680518491195,0.6691142726021111,5,0.00014570189406401781,0.03194888178913738,10,313,0.7619047619047619,0.8648648648648649,0.810126582278481,0.4
0.7282961824665726,0.5726932422670257,0.6324905348361548,0.8583070866141732,0.598993696188916,0.6863700675994341,5,0.00013463379501445398,0.03194888178913738,10,313,0.7619047619047619,0.8648648648648649,0.810126582278481,0.45
0.740062623177401,0.5873804815948428,0.6530891897182611,0.8537598425196851,0.6092032387826474,0.7048346055979644,5,0.00012485013525173733,0.03194888178913738,10,313,0.7619047619047619,0.8648648648648649,0.810126582278481,0.5
0.7503035372987794,0.6003886221114825,0.673124029310902,0.8474737532808398,0.6186417725602048,0.7238798102266737,5,0.0001151038285174346,0.03194888178913738,10,313,0.7619047619047619,0.8648648648648649,0.810126582278481,0.55
0.7588978764931139,0.6114709354849504,0.6924879960591346,0.8393963254593176,0.6274186401261311,0.7376141710489897,5,0.00010632989923284668,0.03194888178913738,10,313,0.7619047619047619,0.8648648648648649,0.810126582278481,0.6
0.7634115592010329,0.617352980194274,0.7107792391458068,0.8244619422572178,0.6350474864801339,0.7565337001375516,5,9.777289450842279e-05,0.03194888178913738,10,313,0.7619047619047619,0.8648648648648649,0.810126582278481,0.65
0.7528875475494357,0.6037046186733351,0.7226929808678858,0.7857152230971128,0.6405435075655718,0.7737020316027088,5,8.950056941598247e-05,0.03194888178913738,10,313,0.7619047619047619,0.8648648648648649,0.810126582278481,0.7
0.7257976359026703,0.5696093935729273,0.7284118696715353,0.7232020997375328,0.6436270635922423,0.7562554680664917,5,8.110835579682097e-05,0.019169329073482427,6,313,0.8421052631578947,0.8648648648648649,0.8533333333333334,0.75
0.6832764052627356,0.518921668901266,0.7295539379670538,0.6425196850393701,0.6423291524654108,0.7622329427980703,5,7.179637545903695e-05,0.019169329073482427,6,313,0.8421052631578947,0.8648648648648649,0.8533333333333334,0.8
0.6617740301574924,0.49451590767990766,0.7441364955009588,0.5958267716535433,0.6425358930138796,0.7750959956116292,5,6.0492944856710683e-05,0.019169329073482427,6,313,0.8421052631578947,0.8648648648648649,0.8533333333333334,0.85
0.6571804946739649,0.48940344705106303,0.7766117343926137,0.5695866141732283,0.6456395519657444,0.8030865961703344,5,4.644310888223048e-05,0.019169329073482427,6,313,0.8421052631578947,0.8648648648648649,0.8533333333333334,0.9
0.651747829849052,0.4834020254357042,0.8247958127806633,0.5387204724409449,0.6451960585975948,0.8221419975932611,5,2.6776861778626866e-05,0.009584664536741214,3,313,0.9142857142857143,0.8648648648648649,0.888888888888889,0.95
